StockCode,Description,Avg_Price,Total_Quantity,Total_Revenue,Transaction_Count,Competitor_A_Price,Competitor_B_Price,Competitor_C_Price,Market_Avg_Price,Price_vs_Market_Pct,Pricing_Flag,Elasticity,Elasticity_Category,Recommended_Price_Change,Final_Recommendation,Price_Change_Factor,Recommended_Price,Price_Difference,Pct_Price_Change,Estimated_Qty_Change_Pct,Estimated_New_Qty,Current_Revenue,Projected_Revenue,Revenue_Uplift
22687,DOORMAT CHRISTMAS VILLAGE,7.676923076923076,269,1975.23,78,7.25,7.32,8.48,7.68,-0.0, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,7.68,0.0,0.0,-0.0,269.0,2065.0923076923077,2065.92,0.83
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,1.644782608695652,1272,1974.0,68,1.47,1.52,1.93,1.64,0.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.64,-0.0,0.0,-0.0,1272.0,2092.1634782608694,2086.08,-6.08
21826,EIGHT PIECE DINOSAUR SET,1.246918918918919,1612,1973.96,172,1.08,1.21,1.39,1.23,1.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.25,0.0,0.0,-0.0,1612.0,2010.0332972972974,2015.0,4.97
21447,12 IVORY ROSE PEG PLACE SETTINGS,1.244864864864865,1650,1973.58,141,1.13,1.26,1.44,1.28,-2.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,-0.0,0.0,-0.0,1650.0,2054.027027027027,2046.0,-8.03
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1.2386,1710,1973.3400000000001,96,1.16,1.31,1.32,1.26,-1.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,0.0,0.0,-0.0,1710.0,2118.006,2120.4,2.39
22222,CAKE PLATE LOVEBIRD WHITE,4.931818181818182,405,1962.7500000000002,153,4.55,5.06,5.8,5.14,-4.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.93,-0.0,0.0,-0.0,405.0,1997.3863636363635,1996.6499999999999,-0.74
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,2.5123931623931623,915,1960.05,113,2.34,2.49,2.92,2.58,-2.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.51,-0.0,0.0,-0.0,915.0,2298.8397435897436,2296.6499999999996,-2.19
21507,"ELEPHANT, BIRTHDAY CARD, ",0.4154181818181818,4860,1956.24,274,0.38,0.45,0.45,0.43,-3.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.42,0.0,0.0,-0.0,4860.0,2018.9323636363636,2041.1999999999998,22.27
20703,BLUE PADDED SOFT MOBILE,4.235029940119761,462,1951.0,164,3.89,4.38,4.54,4.27,-0.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.24,0.0,0.0,-0.0,462.0,1956.5838323353294,1958.88,2.3
22788,BROCANTE COAT RACK,9.772307692307692,261,1945.55,26,9.14,10.44,10.72,10.1,-3.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,9.77,-0.0,0.0,-0.0,261.0,2550.5723076923077,2549.97,-0.6
22839,"CAKE TIN, 3 TIER MINT/IVORY",14.803333333333333,136,1945.1999999999998,59,12.95,14.87,17.71,15.18,-2.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,14.8,-0.0,0.0,-0.0,136.0,2013.2533333333333,2012.8000000000002,-0.45
22409,MONEY BOX BISCUITS DESIGN,1.2476190476190476,1454,1942.8999999999999,80,1.12,1.2,1.36,1.23,1.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.25,0.0,0.0,-0.0,1454.0,1814.0380952380951,1817.5,3.46
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,4.8953125,421,1941.15,62,4.27,4.55,5.48,4.77,2.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.9,0.0,0.0,-0.0,421.0,2060.9265625000003,2062.9,1.97
22604,SET OF 4 NAPKIN CHARMS CUTLERY,2.5391999999999997,779,1936.05,118,2.41,2.63,2.68,2.57,-1.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.54,0.0,0.0,-0.0,779.0,1978.0367999999999,1978.66,0.62
79323S, SILVER CHERRY LIGHTS,6.636956521739131,323,1933.25,46,6.27,6.23,7.36,6.62,0.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,6.64,0.0,0.0,-0.0,323.0,2143.736956521739,2144.72,0.98
79164,BLACK WINE GLASS,1.578627450980392,1988,1925.6399999999999,50,1.35,1.53,1.79,1.56,1.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.58,0.0,0.0,-0.0,1988.0,3138.3113725490193,3141.04,2.73
22780,LIGHT GARLAND BUTTERFILES PINK,4.215185185185185,504,1919.04,52,3.88,4.24,5.03,4.38,-3.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.22,0.0,0.0,-0.0,504.0,2124.4533333333334,2126.8799999999997,2.43
84912A,PINK ROSE WASHBAG,3.7222222222222223,791,1916.25,62,3.51,3.76,4.2,3.82,-2.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.72,-0.0,0.0,-0.0,791.0,2944.277777777778,2942.52,-1.76
21171,BATHROOM METAL SIGN ,1.4215976331360947,1400,1914.8,167,1.23,1.44,1.67,1.45,-2.0, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.42,-0.0,0.0,-0.0,1400.0,1990.2366863905324,1988.0,-2.24
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,2.9255102040816325,676,1912.6000000000001,97,2.65,2.77,3.31,2.91,0.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.93,0.0,0.0,-0.0,676.0,1977.6448979591837,1980.68,3.04
22844,VINTAGE CREAM DOG FOOD CONTAINER,8.456746987951806,230,1906.64,81,7.96,8.29,8.93,8.39,0.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,8.46,0.0,0.0,-0.0,230.0,1945.0518072289155,1945.8000000000002,0.75
21864,UNION JACK FLAG PASSPORT COVER ,2.0884180790960456,959,1905.66,170,1.78,2.13,2.29,2.07,0.9, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.09,0.0,0.0,-0.0,959.0,2002.7929378531078,2004.31,1.52
85162B,BLACK RETRODISC LAMPSHADE,1.9499999999999997,977,1905.15,13,1.79,2.1,2.22,2.04,-4.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.95,0.0,0.0,-0.0,977.0,1905.1499999999996,1905.1499999999999,0.0
21482,MUSHROOM BLUE HOT WATER BOTTLE,2.9386524822695037,669,1901.5500000000002,136,2.59,3.05,3.5,3.05,-3.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.94,0.0,0.0,-0.0,669.0,1965.9585106382979,1966.86,0.9
84754,S/15 SILVER GLASS BAUBLES IN BAG,1.2446478873239437,1575,1900.3500000000001,135,1.17,1.33,1.47,1.32,-5.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,-0.0,0.0,-0.0,1575.0,1960.3204225352113,1953.0,-7.32
21811,CHRISTMAS HANGING HEART WITH BELL,1.2486896551724138,1537,1893.89,126,1.18,1.3,1.35,1.28,-2.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.25,0.0,0.0,-0.0,1537.0,1919.236,1921.25,2.01
22426,ENAMEL WASH BOWL CREAM,3.696268656716418,535,1890.25,134,3.49,3.75,4.0,3.75,-1.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.7,0.0,0.0,-0.0,535.0,1977.5037313432836,1979.5,2.0
21784,SHOE SHINE BOX ,9.93632075471698,192,1887.1999999999998,103,8.92,9.45,10.73,9.7,2.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,9.94,0.0,0.0,-0.0,192.0,1907.7735849056603,1908.48,0.71
22518,CHILDS GARDEN BRUSH BLUE,2.0748,987,1885.68,147,1.94,2.13,2.47,2.18,-4.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.07,-0.0,0.0,-0.0,987.0,2047.8276000000003,2043.09,-4.74
21682,LARGE MEDINA STAMPED METAL BOWL ,4.942553191489362,391,1885.05,94,4.62,5.04,5.82,5.16,-4.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.94,-0.0,0.0,-0.0,391.0,1932.5382978723408,1931.5400000000002,-1.0
70006,LOVE HEART POCKET WARMER,1.5532075471698112,1592,1884.0,97,1.37,1.58,1.81,1.59,-2.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.55,-0.0,0.0,-0.0,1592.0,2472.7064150943397,2467.6,-5.11
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,10.23,349,1883.5500000000002,25,9.54,10.21,11.34,10.36,-1.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,10.23,0.0,0.0,-0.0,349.0,3570.27,3570.27,0.0
22841,ROUND CAKE TIN VINTAGE GREEN,7.896808510638299,245,1875.75,94,6.74,7.93,8.89,7.85,0.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,7.9,0.0,0.0,-0.0,245.0,1934.7180851063831,1935.5,0.78
22781,GUMBALL MAGAZINE RACK,7.564864864864866,255,1869.75,73,6.88,7.36,8.47,7.57,-0.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,7.56,-0.0,0.0,-0.0,255.0,1929.0405405405409,1927.8,-1.24
84691,PACK 20 DOLLY PEGS,0.8427777777777777,2381,1867.85,175,0.74,0.85,0.92,0.84,0.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.84,-0.0,0.0,-0.0,2381.0,2006.6538888888888,2000.04,-6.61
22475,SKULL DESIGN TV DINNER TRAY,4.915876288659794,417,1866.5500000000002,95,4.24,4.68,5.53,4.82,2.0, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.92,0.0,0.0,-0.0,417.0,2049.920412371134,2051.64,1.72
22779,WOODEN OWLS LIGHT GARLAND ,4.224444444444445,484,1864.04,52,3.62,4.43,4.45,4.17,1.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.22,-0.0,0.0,-0.0,484.0,2044.6311111111113,2042.4799999999998,-2.15
21538,DAIRY MAID  PUDDING BOWL,3.6944444444444446,1297,1863.75,44,3.4,3.51,3.95,3.62,2.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.69,-0.0,0.0,-0.0,1297.0,4791.694444444444,4785.93,-5.76
22798,ANTIQUE GLASS DRESSING TABLE POT,2.9453488372093024,636,1857.0,85,2.6,2.75,3.48,2.94,0.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.95,0.0,0.0,-0.0,636.0,1873.2418604651164,1876.2,2.96
22312,OFFICE MUG WARMER POLKADOT,3.814761904761905,534,1855.7,100,3.52,3.78,4.44,3.91,-2.4, Competitive — Monitor,-3.878,Highly Elastic — Consider Discount,-5%,MONITOR — No Clear Signal,0.0,3.81,-0.0,0.0,-0.0,534.0,2037.0828571428572,2034.54,-2.54
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,0.4196875,4558,1851.0,185,0.36,0.43,0.47,0.42,-0.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.42,0.0,0.0,-0.0,4558.0,1912.935625,1914.36,1.42
22495,SET OF 2 ROUND TINS CAMEMBERT ,2.9406976744186046,651,1848.4500000000003,126,2.59,2.91,3.32,2.94,0.0, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.94,-0.0,0.0,-0.0,651.0,1914.3941860465115,1913.94,-0.45
22548,HEADS AND TAILS SPORTING FUN,1.2482805429864254,1497,1843.89,210,1.13,1.2,1.38,1.24,0.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.25,0.0,0.0,-0.0,1497.0,1868.6759728506788,1871.25,2.57
21085,SET/6 WOODLAND PAPER CUPS,0.6366101694915255,13713,1843.7700000000002,56,0.59,0.64,0.74,0.66,-3.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.64,0.0,0.0,-0.0,13713.0,8729.835254237289,8776.32,46.48
22519,CHILDS GARDEN BRUSH PINK,2.075486111111111,964,1843.38,140,1.83,2.02,2.42,2.09,-0.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.08,0.0,0.0,-0.0,964.0,2000.768611111111,2005.1200000000001,4.35
22573,STAR WOODEN CHRISTMAS DECORATION,0.8483006535947711,2221,1837.9299999999998,150,0.77,0.91,0.99,0.89,-4.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,2221.0,1884.0757516339868,1887.85,3.77
22425,ENAMEL COLLANDER CREAM,4.927952755905512,382,1837.7,125,4.63,5.26,5.71,5.2,-5.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.93,0.0,0.0,-0.0,382.0,1882.4779527559056,1883.26,0.78
22176,BLUE OWL SOFT TOY,2.93740157480315,649,1833.7500000000002,126,2.68,2.94,3.17,2.93,0.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.94,0.0,0.0,-0.0,649.0,1906.3736220472442,1908.06,1.69
21992,VINTAGE PAISLEY STATIONERY SET,2.7051724137931035,925,1831.15,114,2.36,2.63,2.98,2.66,1.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.71,0.0,0.0,-0.0,925.0,2502.284482758621,2506.75,4.47
21692,SILVER LATTICE VANILLA CANDLE POT,3.7437391304347822,493,1830.03,100,3.19,3.89,4.19,3.76,-0.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.74,-0.0,0.0,-0.0,493.0,1845.6633913043477,1843.8200000000002,-1.84
85040A,S/4 PINK FLOWER CANDLES IN BOWL,1.6470731707317072,1121,1820.85,189,1.54,1.52,1.81,1.62,1.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.65,0.0,0.0,-0.0,1121.0,1846.3690243902438,1849.6499999999999,3.28
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,0.8364516129032257,2424,1818.48,172,0.71,0.83,0.97,0.84,-0.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.84,0.0,0.0,-0.0,2424.0,2027.558709677419,2036.1599999999999,8.6
21091,SET/6 WOODLAND PAPER PLATES,0.8165714285714285,13668,1817.16,34,0.77,0.8,0.9,0.82,-0.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.82,0.0,0.0,-0.0,13668.0,11160.898285714286,11207.76,46.86
79323G,GOLD  CHERRY LIGHTS,6.54607843137255,300,1817.0,51,5.91,6.99,7.01,6.64,-1.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,6.55,0.0,0.0,-0.0,300.0,1963.8235294117649,1965.0,1.18
82578,KITCHEN METAL SIGN,0.5486257309941521,3480,1815.5400000000002,331,0.52,0.51,0.61,0.55,-0.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.55,0.0,0.0,-0.0,3480.0,1909.2175438596494,1914.0000000000002,4.78
22951,72 CAKE CASES DOLLY GIRL DESIGN,0.5456906077348067,3630,1809.3,175,0.51,0.55,0.65,0.57,-4.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.55,0.0,0.0,-0.0,3630.0,1980.8569060773484,1996.5000000000002,15.64
21683,MEDIUM MEDINA STAMPED METAL BOWL ,2.940909090909091,638,1805.3000000000002,87,2.79,3.05,3.19,3.01,-2.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.94,-0.0,0.0,-0.0,638.0,1876.3,1875.72,-0.58
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,4.340869565217392,560,1803.8400000000001,89,3.84,4.33,4.96,4.38,-0.9, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.34,-0.0,0.0,-0.0,560.0,2430.886956521739,2430.4,-0.49
84856S,SMALL TAHITI BEACH BAG,4.534137931034483,457,1802.49,29,4.2,4.23,5.06,4.5,0.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.53,-0.0,0.0,-0.0,457.0,2072.1010344827587,2070.21,-1.89
47591C,BLUE FAIRY CAKE CHILD'S APRON,1.9294520547945204,995,1800.45,146,1.72,2.08,2.05,1.95,-1.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.93,0.0,0.0,-0.0,995.0,1919.8047945205478,1920.35,0.55
84327A,PINK JUMPER LARRY THE LAMB,2.0621008403361345,951,1792.92,117,1.85,2.07,2.32,2.08,-0.9, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.06,-0.0,0.0,-0.0,951.0,1961.057899159664,1959.06,-2.0
21820,GLITTER HEART GARLAND WITH BELLS ,3.7418181818181817,487,1787.37,82,3.42,3.81,4.32,3.85,-2.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.74,-0.0,0.0,-0.0,487.0,1822.2654545454545,1821.38,-0.89
22095,LADS ONLY TISSUE BOX,1.210388349514563,1628,1787.3200000000002,98,1.13,1.16,1.36,1.22,-0.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.21,-0.0,0.0,-0.0,1628.0,1970.5122330097088,1969.8799999999999,-0.63
85162C,WHITE RETRODISC LAMPSHADE,2.145121951219512,898,1775.1,41,2.03,2.14,2.53,2.23,-3.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.15,0.0,0.0,-0.0,898.0,1926.319512195122,1930.6999999999998,4.38
84519A,TOMATO CHARLIE+LOLA COASTER SET,2.9015151515151514,669,1770.3500000000001,98,2.69,2.87,3.17,2.91,-0.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.9,-0.0,0.0,-0.0,669.0,1941.1136363636363,1940.1,-1.01
21082,SET/20 FRUIT SALAD PAPER NAPKINS ,0.8335537190082645,7066,1767.6999999999998,117,0.74,0.78,0.89,0.8,4.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.83,-0.0,0.0,-0.0,7066.0,5889.890578512397,5864.78,-25.11
21948,SET OF 6 CAKE CHOPSTICKS,1.240952380952381,1581,1766.49,62,1.11,1.16,1.48,1.25,-0.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,-0.0,0.0,-0.0,1581.0,1961.9457142857143,1960.44,-1.51
22757,LARGE RED BABUSHKA NOTEBOOK ,1.2356302521008402,1533,1765.77,114,1.14,1.3,1.37,1.27,-2.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,0.0,0.0,-0.0,1533.0,1894.221176470588,1900.92,6.7
22076,6 RIBBONS EMPIRE  ,1.6471223021582733,1088,1763.9999999999998,133,1.44,1.58,1.87,1.63,1.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.65,0.0,0.0,-0.0,1088.0,1792.0690647482013,1795.1999999999998,3.13
21747,SMALL SKULL WINDMILL,1.2392045454545455,1547,1762.75,86,1.07,1.18,1.45,1.23,0.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,0.0,0.0,-0.0,1547.0,1917.0494318181818,1918.28,1.23
21241,GREEN SPOTTY CUP,0.8470183486238533,2143,1759.1499999999999,215,0.75,0.85,0.93,0.84,0.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,2143.0,1815.1603211009176,1821.55,6.39
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,0.6447826086956522,2817,1755.8100000000002,136,0.57,0.67,0.75,0.66,-2.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.64,-0.0,0.0,-0.0,2817.0,1816.3526086956522,1802.88,-13.47
22132,RED LOVE HEART SHAPE CUP,0.8467701863354036,2115,1754.07,156,0.74,0.79,0.91,0.81,4.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,2115.0,1790.9189440993785,1797.75,6.83
37340,MULTICOLOUR SPRING FLOWER MUG,0.7935294117647059,11051,1744.0700000000002,33,0.69,0.8,0.87,0.79,0.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.79,-0.0,0.0,-0.0,11051.0,8769.293529411765,8730.29,-39.0
22642,SET OF 4 NAPKIN CHARMS STARS   ,2.521578947368421,717,1741.9499999999998,89,2.15,2.37,2.7,2.41,4.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.52,-0.0,0.0,-0.0,717.0,1807.9721052631578,1806.84,-1.13
21465,PINK FLOWER CROCHET FOOD COVER,3.7417525773195877,505,1740.15,96,3.19,3.46,4.38,3.68,1.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.74,-0.0,0.0,-0.0,505.0,1889.5850515463917,1888.7,-0.89
21760,FRENCH STYLE WALL DRESSER,116.92307692307692,15,1740.0,12,110.93,108.56,126.67,115.39,1.3, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,116.92,-0.0,0.0,-0.0,15.0,1753.8461538461538,1753.8,-0.05
22944,CHRISTMAS METAL POSTCARD WITH BELLS,1.2388235294117647,1523,1739.5900000000001,47,1.11,1.31,1.43,1.28,-3.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,0.0,0.0,-0.0,1523.0,1886.7282352941177,1888.52,1.79
22448,PIN CUSHION RUSSIAN DOLL RED,3.3444444444444446,547,1736.45,71,2.97,3.14,3.98,3.36,-0.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.34,-0.0,0.0,-0.0,547.0,1829.4111111111113,1826.98,-2.43
21688,SILVER PLATE CANDLE BOWL SMALL,2.95,588,1734.6000000000001,75,2.71,2.74,3.33,2.93,0.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.95,0.0,0.0,-0.0,588.0,1734.6000000000001,1734.6000000000001,0.0
21421,PORCELAIN ROSE LARGE ,1.23575,1484,1734.16,77,1.08,1.22,1.4,1.23,0.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,0.0,0.0,-0.0,1484.0,1833.8529999999998,1840.16,6.31
15039,SANDALWOOD FAN,0.8277391304347826,2604,1730.2,112,0.78,0.87,0.93,0.86,-3.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.83,0.0,0.0,-0.0,2604.0,2155.432695652174,2161.3199999999997,5.89
85216,ASSORTED CAKES FRIDGE MAGNETS,0.6458333333333334,2753,1720.3300000000002,142,0.6,0.62,0.71,0.64,0.9, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.65,0.0,0.0,-0.0,2753.0,1777.9791666666667,1789.45,11.47
20871,OPULENT VELVET SET/3 CANDLES,1.845,1205,1719.6000000000001,76,1.58,1.82,2.07,1.82,1.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.84,-0.0,0.0,-0.0,1205.0,2223.225,2217.2000000000003,-6.02
22744,MAKE YOUR OWN MONSOON CARD KIT,2.9404,600,1712.4,119,2.62,2.72,3.35,2.9,1.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.94,-0.0,0.0,-0.0,600.0,1764.24,1764.0,-0.24
22217,T-LIGHT HOLDER HANGING LACE,1.2415178571428573,1427,1708.51,109,1.16,1.23,1.49,1.29,-3.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.24,-0.0,0.0,-0.0,1427.0,1771.6459821428575,1769.48,-2.17
21329,DINOSAURS  WRITING SET ,1.6440000000000001,1055,1703.7899999999997,211,1.55,1.66,1.96,1.72,-4.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.64,-0.0,0.0,-0.0,1055.0,1734.42,1730.1999999999998,-4.22
84849D,HOT BATHS SOAP HOLDER,1.6844615384615385,1055,1702.31,128,1.51,1.7,1.99,1.73,-2.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,1.68,-0.0,0.0,-0.0,1055.0,1777.106923076923,1772.3999999999999,-4.71
22741,FUNKY DIVA PEN,0.8469047619047619,2017,1701.9699999999998,42,0.77,0.82,1.0,0.86,-1.5, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,2017.0,1708.2069047619048,1714.45,6.24
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2.9311023622047245,596,1700.6000000000001,121,2.54,2.84,3.28,2.89,1.4, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,2.93,-0.0,0.0,-0.0,596.0,1746.9370078740158,1746.2800000000002,-0.66
21808,"CHRISTMAS GARLAND STARS,TREES",3.3134920634920637,716,1695.0,60,3.14,3.1,3.81,3.35,-1.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.31,-0.0,0.0,-0.0,716.0,2372.4603174603176,2369.96,-2.5
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,4.222252252252252,413,1691.8899999999999,104,3.69,4.13,5.0,4.27,-1.1, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.22,-0.0,0.0,-0.0,413.0,1743.7901801801802,1742.86,-0.93
22854,CREAM SWEETHEART EGG HOLDER,4.921232876712328,354,1685.1000000000001,73,4.65,4.61,5.46,4.91,0.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,4.92,-0.0,0.0,-0.0,354.0,1742.1164383561643,1741.68,-0.44
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.85,1981,1683.85,197,0.78,0.89,1.02,0.9,-5.6, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.85,0.0,0.0,-0.0,1981.0,1683.85,1683.85,0.0
84912B,GREEN ROSE WASHBAG,3.70625,729,1683.75,39,3.38,3.98,4.12,3.83,-3.2, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.71,0.0,0.0,-0.0,729.0,2701.85625,2704.59,2.73
21468,BUTTERFLY CROCHET FOOD COVER,3.728378378378378,499,1679.25,70,3.36,4.01,4.25,3.87,-3.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,3.73,0.0,0.0,-0.0,499.0,1860.4608108108107,1861.27,0.81
21508,VINTAGE KID DOLLY CARD ,0.4084014869888476,4163,1674.3,268,0.36,0.43,0.47,0.42,-2.8, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.41,0.0,0.0,-0.0,4163.0,1700.1753903345725,1706.83,6.65
22046,TEA PARTY  WRAPPING PAPER ,0.41818181818181815,4100,1674.0,132,0.36,0.42,0.5,0.43,-2.7, Competitive — Monitor,-1.0,,,MONITOR — No Clear Signal,0.0,0.42,0.0,0.0,-0.0,4100.0,1714.5454545454545,1722.0,7.45
